Denominação,NIF,Acto/Facto,Data,Doc 
"GUESTCENTRIC SYSTEMS, S.A.",507844106,Aumento do capital,2016-02-15,11
"ASINUS ATLANTICUS, S.A.",510452817,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",21/12/2012,1
"ASINUS ATLANTICUS, S.A.",510452817,Mudança da sede e Alterações ao contrato de sociedade,25/01/2013,2
"ASINUS ATLANTICUS, S.A.",510452817,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",22/08/2014,3
"BEYONDEVICES, S.A.",510224954,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",20/03/2012,1
"BEYONDEVICES, S.A.",510224954,Aumento do capital,05/02/2013,2
"BEYONDEVICES, S.A.",510224954,Aumento do capital,07/05/2015,3
"BEYONDEVICES, S.A.",510224954,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",12/06/2015,4
"BEYONDEVICES, S.A.",510224954,Alterações ao contrato de sociedade(online),05/11/2015,5
"FOLLOW INSPIRATION, S.A.",510154212,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",31/01/2012,1
"FOLLOW INSPIRATION, S.A.",510154212,Actualizado,21/01/2014,2
"FOLLOW INSPIRATION, S.A.",510154212,Aumento do capital e Alterações ao contrato de sociedade (online),25/03/2015,3
"FOLLOW INSPIRATION, S.A.",510154212,Alterações ao contrato de sociedade(online),27/03/2015,4
"FOLLOW INSPIRATION, S.A.",510154212,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",22/06/2015,5
"FOLLOW INSPIRATION, S.A.",510154212,Aumento do capital e alteração ao contrato de sociedade(online),08/01/2016,6
"ENEIDA, WIRELESS & SENSORS, S.A.",510097600,Constituição de sociedade e designação de membro(s) de órgão(s) social(ais),10/02/2012,1
"ENEIDA, WIRELESS & SENSORS, S.A.",510097600,Aumento do capital(online) e Alterações ao contrato de sociedade(online),05/04/2012,2
"NONIUSSOFT, SOFTWARE E CONSULTORIA PARA TELECOMUNICAÇÕES, S.A.",507297687,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",18/07/2007,1
"NONIUSSOFT, SOFTWARE E CONSULTORIA PARA TELECOMUNICAÇÕES, S.A.",507297687,"Mudança da sede, Designação de membro(s) de orgão(s) social(ais) e Aumento do capital",19/07/2010,2
"NONIUSSOFT, SOFTWARE E CONSULTORIA PARA TELECOMUNICAÇÕES, S.A.",507297687,"Mudança da sede, Designação de membro(s) de orgão(s) social(ais) e Aumento do capital",19/07/2010,3
"NONIUSSOFT, SOFTWARE E CONSULTORIA PARA TELECOMUNICAÇÕES, S.A.",507297687,Aumento do capital(online) e Alterações ao contrato de sociedade(online),03/02/2012,4
"NONIUSSOFT, SOFTWARE E CONSULTORIA PARA TELECOMUNICAÇÕES, S.A.",507297687,"Redução do capital(online), Aumento do capital(online), Alterações ao contrato de sociedade(online) e Designação de membro(s) de orgão(s) social(ais) (online)",03/02/2012,5
"NONIUSSOFT, SOFTWARE E CONSULTORIA PARA TELECOMUNICAÇÕES, S.A.",507297687,Projecto de fusão,27/04/2013,6
"NONIUSSOFT, SOFTWARE E CONSULTORIA PARA TELECOMUNICAÇÕES, S.A.",507297687,Projecto de Fusão,22/07/2013,7
"NONIUSSOFT, SOFTWARE E CONSULTORIA PARA TELECOMUNICAÇÕES, S.A.",507297687,Projecto de Fusão,,8
"NONIUSSOFT, SOFTWARE E CONSULTORIA PARA TELECOMUNICAÇÕES, S.A.",507297687,Fusão(online),23/07/2013,9
"NONIUSSOFT, SOFTWARE E CONSULTORIA PARA TELECOMUNICAÇÕES, S.A.",507297687,"Aumento do capital(online), Alterações ao contrato de sociedade(online) e Designação de membro(s) de orgão(s) social(ais) (online)",21/04/2014,10
"MOVVO, S.A.",508977754,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",15/05/2009,1
"MOVVO, S.A.",508977754,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",,2
"MOVVO, S.A.",508977754,Alterações ao contrato de sociedade(online) e Designação de membro(s) de orgão(s) social(ais) (online),01/03/2010,3
"MOVVO, S.A.",508977754,Alterações ao contrato de sociedade(online) e Designação de membro(s) de orgão(s) social(ais) (online),,4
"MOVVO, S.A.",508977754,Aumento do capital e Alterações ao contrato de sociedade,16/03/2011,5
"MOVVO, S.A.",508977754,Alterações ao contrato de sociedade(online) e Designação de membro(s) de orgão(s) social(ais) (online),26/07/2013,6
"MOVVO, S.A.",508977754,Aumento do capital,13/06/2014,7
"MOVVO, S.A.",508977754,Aumento do capital,13/06/2014,8
"MOVVO, S.A.",508977754,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",13/06/2014,9
"MOVVO, S.A.",508977754,Aumento do capital e Alteração Total ao contrato de sociedade,01/10/2014,10
"MOVVO, S.A.",508977754,Aumento do capital,20/08/2015,11
"MOVVO, S.A.",508977754,Aumento do capital,01/10/2015,12
"MOVVO, S.A.",508977754,Aumento do capital e Designação de membro(s) de orgão(s) social(ais),2016-08-09,13
"UNBABEL, LDA",510852254,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",14/10/2013,1
"UNBABEL, LDA",510852254,Alterações ao contrato de sociedade(online),13/12/2013,2
"UNIVERSITYPLACES, SERVIÇOS DE INTERNET, LDA",509955061,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",13/09/2011,1
"UNIVERSITYPLACES, SERVIÇOS DE INTERNET, LDA",509955061,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",,2
"UNIVERSITYPLACES, SERVIÇOS DE INTERNET, LDA",509955061,Alterações ao contrato de sociedade e aumento de capital (online),26/03/2012,3
"UNIVERSITYPLACES, SERVIÇOS DE INTERNET, LDA",509955061,Alterações ao contrato de sociedade(online),28/06/2012,4
"UNIVERSITYPLACES, SERVIÇOS DE INTERNET, LDA",509955061,"Alterações ao contrato de sociedade, aumento de capital e designação de membro(s) de orgão(s) social(ais) e secretário (online)",25/07/2012,5
"UNIVERSITYPLACES, SERVIÇOS DE INTERNET, LDA",509955061,Alterações ao contrato de sociedade(online),30/10/2013,6
"PLUX - WIRELESS BIOSIGNALS, S.A.",508041589,"Constituição de sociedade,designação de membro(s) de orgão(s) sociais",15/02/2007,1
"PLUX - WIRELESS BIOSIGNALS, S.A.",508041589,"Constituição de sociedade,designação de membro(s) de orgão(s) sociais",,2
"PLUX - WIRELESS BIOSIGNALS, S.A.",508041589,Mudança da sede,31/01/2008,3
"PLUX - WIRELESS BIOSIGNALS, S.A.",508041589,Aumento do capital(online),25/07/2008,4
"PLUX - WIRELESS BIOSIGNALS, S.A.",508041589,"Transformação em sociedade anónima(online), Designação de membro(s) de orgão(s) social(ais) (online) e Aumento do capital(online)",21/06/2011,5
"PLUX - WIRELESS BIOSIGNALS, S.A.",508041589,Mudança da sede,17/02/2012,6
"PLUX - WIRELESS BIOSIGNALS, S.A.",508041589,Aumento do capital(online),30/10/2015,7
"BIOMIMETX,S.A.",510877893,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",09/11/2013,1
"BIOMIMETX,S.A.",510877893,"Aumento do capital, Alteração total ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",20/01/2015,2
"BIOMIMETX,S.A.",510877893,Aumento do capital,27/04/2015,3
"BIOMIMETX,S.A.",510877893,Mudança da sede,29/05/2015,4
"BIOMIMETX,S.A.",510877893,Aumento do capital,2016-05-11,5
"BIOMIMETX,S.A.",510877893,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2016-05-11,6
"BIOMIMETX,S.A.",510877893,Aumento do capital e Designação de membro(s) de orgão(s) social(ais),2016-06-15,7
"VENIAM, UNIPESSOAL LDA",510213650,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",14/03/2012,1
"VENIAM, UNIPESSOAL LDA",510213650,Alterações ao contrato de sociedade,29/10/2012,2
"VENIAM, UNIPESSOAL LDA",510213650,Aumento do capital e Alterações ao contrato de sociedade,04/12/2013,3
"VENIAM, UNIPESSOAL LDA",510213650,Alterações ao contrato de sociedade e Mudança da sede,10/07/2014,4
"VENIAM, UNIPESSOAL LDA",510213650,MODIFICAÇÃO DE SOCIEDADE PLURAL POR QUOTAS PARA SOCIEDADE UNIPESSOAL POR QUOTAS,07/10/2014,5
"VENIAM, UNIPESSOAL LDA",510213650,Aumento do capital,07/10/2014,6
"VENIAM, UNIPESSOAL LDA",510213650,Aumento do capital,12/01/2015,7
"VENIAM, UNIPESSOAL LDA",510213650,Aumento do capital,18/12/2015,8
"VENIAM, UNIPESSOAL LDA",510213650,cOMPLETADO,2016-02-16,9
"D-ORBIT PT, LDA",513017992,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),31/03/2014,1
"STOPLINE FILMS - PRODUÇÃO DE AUDIOVISUAIS, LDA",506766128,Mudança da sede,20/12/2012,1
"STOPLINE FILMS - PRODUÇÃO DE AUDIOVISUAIS, LDA",506766128,Alterações ao contrato de sociedade,20/12/2012,2
"STOPLINE FILMS - PRODUÇÃO DE AUDIOVISUAIS, LDA",506766128,Rectificado,05/03/2013,3
"STOPLINE FILMS - PRODUÇÃO DE AUDIOVISUAIS, LDA",506766128,Actualizado,01/11/2013,4
"STOPLINE FILMS - PRODUÇÃO DE AUDIOVISUAIS, LDA",506766128,Alterações ao contrato de sociedade(online),24/10/2014,5
"FLUIDINOVA, S.A.",507439384,Alterações ao contrato de sociedade,24/01/2007,1
"FLUIDINOVA, S.A.",507439384,Alterações ao contrato de sociedade,28/04/2008,2
"FLUIDINOVA, S.A.",507439384,Aumento do capital e Alterações ao contrato de sociedade,20/06/2008,3
"FLUIDINOVA, S.A.",507439384,Actualizado,13/11/2009,4
"FLUIDINOVA, S.A.",507439384,Convocatória,11/06/2010,5
"FLUIDINOVA, S.A.",507439384,Alterações ao contrato de sociedade(online),02/08/2010,6
"FLUIDINOVA, S.A.",507439384,Convocatória,28/06/2011,7
"FLUIDINOVA, S.A.",507439384,Convocatória,21/09/2012,8
"FLUIDINOVA, S.A.",507439384,Redução do capital e Designação de membro(s) de orgão(s) social(ais),,9
"FLUIDINOVA, S.A.",507439384,Convertido,06/11/2012,10
"FLUIDINOVA, S.A.",507439384,Convocatória,18/06/2013,11
"FLUIDINOVA, S.A.",507439384,Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),10/09/2013,12
"FLUIDINOVA, S.A.",507439384,Convocatória,25/04/2014,13
"FLUIDINOVA, S.A.",507439384,Convocatória,09/04/2015,14
"FLUIDINOVA, S.A.",507439384,Rectificado (vogal),16/06/2015,15
"FLUIDINOVA, S.A.",507439384,Convocatória,2016-07-29,16
"FLUIDINOVA, S.A.",507439384,Convocatória,2016-08-23,17
"HOTTRADE - REPRESENTAÇÕES, GESTÃO E SERVIÇOS S.A.",505170205,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",23/08/2006,1
"HOTTRADE - REPRESENTAÇÕES, GESTÃO E SERVIÇOS S.A.",505170205,Convocatória,31/07/2008,2
"HOTTRADE - REPRESENTAÇÕES, GESTÃO E SERVIÇOS S.A.",505170205,Alteração ao contrato de sociedade,19/09/2008,3
"HOTTRADE - REPRESENTAÇÕES, GESTÃO E SERVIÇOS S.A.",505170205,Alterações ao contrato de sociedade,12/06/2012,4
"HOTTRADE - REPRESENTAÇÕES, GESTÃO E SERVIÇOS S.A.",505170205,Convocatória,29/07/2014,5
"HOTTRADE - REPRESENTAÇÕES, GESTÃO E SERVIÇOS S.A.",505170205,Convocatória,21/07/2015,6
"CEV, S.A.",507798961,"Contrato de sociedade,designação de membro(s) de orgão(s) sociais",31/07/2006,1
"CEV, S.A.",507798961,"Contrato de sociedade,designação de membro(s) de orgão(s) sociais",,2
"CEV, S.A.",507798961,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",20/07/2007,3
"CEV, S.A.",507798961,Aumento do capital e Alterações ao contrato de sociedade,24/08/2007,4
"CEV, S.A.",507798961,Aumento do capital,31/10/2008,5
"CEV, S.A.",507798961,Mudança da sede,25/01/2011,6
"CEV, S.A.",507798961,Alterações ao contrato de sociedade,03/08/2012,7
"CEV, S.A.",507798961,Aumento do capital,09/08/2013,8
"CEV, S.A.",507798961,Actualização,08/01/2014,9
"CEV, S.A.",507798961,Aumento do capital e Designação de membro(s) de orgão(s) social(ais),31/07/2014,10
"EIDT - ENGENHARIA, INOVAÇÃO E DESENVOLVIMENTO TECNOLÓGICO, S.A.",509221785,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",12/11/2009,1
"EIDT - ENGENHARIA, INOVAÇÃO E DESENVOLVIMENTO TECNOLÓGICO, S.A.",509221785,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",,2
"EIDT - ENGENHARIA, INOVAÇÃO E DESENVOLVIMENTO TECNOLÓGICO, S.A.",509221785,Mudança da sede,30/11/2009,3
"EIDT - ENGENHARIA, INOVAÇÃO E DESENVOLVIMENTO TECNOLÓGICO, S.A.",509221785,"Transformação de unipessoal por quotas em sociedade por quotas(online), Aumento do capital(online) e Alterações ao contrato de sociedade(online)",08/07/2011,4
"EIDT - ENGENHARIA, INOVAÇÃO E DESENVOLVIMENTO TECNOLÓGICO, S.A.",509221785,Transformação em sociedade anónima(online) e Designação de membro(s) de orgão(s) social(ais) (online),29/12/2011,5
"EIDT - ENGENHARIA, INOVAÇÃO E DESENVOLVIMENTO TECNOLÓGICO, S.A.",509221785,"Aumento do capital(online), Alteração total ao contrato de sociedade(online) e Designação de membro(s) de orgão(s) social(ais) (online)",28/03/2012,6
"EIDT - ENGENHARIA, INOVAÇÃO E DESENVOLVIMENTO TECNOLÓGICO, S.A.",509221785,Atualizado,03/02/2014,7
"EIDT - ENGENHARIA, INOVAÇÃO E DESENVOLVIMENTO TECNOLÓGICO, S.A.",509221785,Rectificado,06/02/2014,8
"CONVERDE, S.A.",509720765,Constituição de sociedade e designação de membro(s) de órgão(s) social(ais),21/01/2011,1
"CONVERDE, S.A.",509720765,Constituição de sociedade e designação de membro(s) de órgão(s) social(ais),,2
"CONVERDE, S.A.",509720765,"Aumento do capital, Mudança da sede, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",14/08/2012,3
"CONVERDE, S.A.",509720765,Aumento do capital,05/09/2012,4
"CONVERDE, S.A.",509720765,Actualização,08/01/2014,5
"CELL2B - ADVANCED THERAPEUTICS, S.A.",509687040,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),05/01/2011,1
"CELL2B - ADVANCED THERAPEUTICS, S.A.",509687040,Alterações ao contrato de sociedade,18/01/2011,2
"CELL2B - ADVANCED THERAPEUTICS, S.A.",509687040,Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),09/01/2012,3
"CELL2B - ADVANCED THERAPEUTICS, S.A.",509687040,Aumento do capital,19/07/2012,4
"CELL2B - ADVANCED THERAPEUTICS, S.A.",509687040,"Alterações ao contrato de sociedade e aumento de capital (online), Transformação em sociedade anónima(online) e Designação de membro(s) de orgão(s) social(ais) (online)",06/09/2012,5
"CELL2B - ADVANCED THERAPEUTICS, S.A.",509687040,Rectificado,07/09/2012,6
"CELL2B - ADVANCED THERAPEUTICS, S.A.",509687040,Actualização,18/12/2013,7
"CELL2B - ADVANCED THERAPEUTICS, S.A.",509687040,Aumento do capital,24/11/2014,8
"CELL2B - ADVANCED THERAPEUTICS, S.A.",509687040,Aumento do capital,03/12/2014,9
"CELL2B - ADVANCED THERAPEUTICS, S.A.",509687040,Redução do capital e Alterações ao contrato de sociedade(online),21/05/2015,10
"5ENSESINFOOD, S.A.",510257127,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",20/04/2012,1
"5ENSESINFOOD, S.A.",510257127,Aumento do capital(online),28/12/2012,2
"5ENSESINFOOD, S.A.",510257127,Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais),09/07/2013,3
"5ENSESINFOOD, S.A.",510257127,Aumento do capital,09/07/2013,4
"5ENSESINFOOD, S.A.",510257127,Alterações ao contrato de sociedade,10/09/2013,5
"5ENSESINFOOD, S.A.",510257127,Mudança da sede e Designação de membro(s) de orgão(s) social(ais),17/01/2014,6
"BIOMODE 2, S.A.",513002901,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",05/03/2014,1
"BIOMODE 2, S.A.",513002901,"Aumento do capital(online), Transformação em sociedade anónima(online) e Designação de membro(s) de orgão(s) social(ais) (online)",20/11/2014,2
"BIOMODE 2, S.A.",513002901,Aumento do capital(online),03/03/2015,3
"BIOMODE 2, S.A.",513002901,Alterações ao contrato de sociedade(online),31/03/2015,4
"BIOMODE 2, S.A.",513002901,Alterações ao contrato de sociedade,2016-01-27,5
"CARDMOBILI DESENVOLVIMENTO DE SOFTWARE, S.A.",508559588,Constituição de sociedade,16/06/2008,1
"CARDMOBILI DESENVOLVIMENTO DE SOFTWARE, S.A.",508559588,Constituição de sociedade,,2
"CARDMOBILI DESENVOLVIMENTO DE SOFTWARE, S.A.",508559588,Alterações ao contrato de sociedade,26/01/2010,3
"CARDMOBILI DESENVOLVIMENTO DE SOFTWARE, S.A.",508559588,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",03/05/2013,4
"CARDMOBILI DESENVOLVIMENTO DE SOFTWARE, S.A.",508559588,Actualizado,04/12/2013,5
"CARDMOBILI DESENVOLVIMENTO DE SOFTWARE, S.A.",508559588,Alterações ao contrato de sociedade(online),02/04/2015,6
"EXAGO VENTURES, S.A.",508354684,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",19/11/2007,1
"EXAGO VENTURES, S.A.",508354684,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",,2
"EXAGO VENTURES, S.A.",508354684,Alterações ao contrato de sociedade,01/10/2009,3
"EXAGO VENTURES, S.A.",508354684,"Aumento do capital(online), Transformação em sociedade anónima(online) e Designação de membro(s) de orgão(s) social(ais) (online)",06/05/2010,4
"EXAGO VENTURES, S.A.",508354684,"Aumento do capital(online), Transformação em sociedade anónima(online) e Designação de membro(s) de orgão(s) social(ais) (online)",,5
"EXAGO VENTURES, S.A.",508354684,Aumento do capital(online) e Designação de membro(s) de orgão(s) social(ais) (online),17/05/2010,6
"EXAGO VENTURES, S.A.",508354684,Aumento do capital(online) e Designação de membro(s) de orgão(s) social(ais) (online),,7
"EXAGO VENTURES, S.A.",508354684,Alterações ao contrato de sociedade(online),01/03/2011,8
"EXAGO VENTURES, S.A.",508354684,Atualizado,09/12/2013,9
"EXAGO VENTURES, S.A.",508354684,Alterações ao contrato de sociedade(online),24/11/2015,10
"IMOBILEMAGIC - MOBILE EXPERIENCES, LDA",509412041,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",04/05/2010,1
"IMOBILEMAGIC - MOBILE EXPERIENCES, LDA",509412041,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",,2
"IMOBILEMAGIC - MOBILE EXPERIENCES, LDA",509412041,Alterações ao contrato de sociedade(online),10/08/2011,3
"IMOBILEMAGIC - MOBILE EXPERIENCES, LDA",509412041,Actualizado,02/12/2013,4
"IMOBILEMAGIC - MOBILE EXPERIENCES, LDA",509412041,Alterações ao contrato de sociedade,26/02/2015,5
NMUSIC S.A.,509280285,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),25/01/2010,1
NMUSIC S.A.,509280285,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),,2
NMUSIC S.A.,509280285,"Aumento do capital(online), Mudança da sede e Designação de membro(s) de orgão(s) social(ais) (online)",22/06/2011,3
NMUSIC S.A.,509280285,Alterações ao contrato de sociedade(online),27/12/2012,4
NMUSIC S.A.,509280285,Atualizado,20/11/2013,5
NMUSIC S.A.,509280285,Aumento do capital e Designação de membro(s) de orgão(s) social(ais),03/12/2013,6
NMUSIC S.A.,509280285,Rectificado,03/12/2013,7
NMUSIC S.A.,509280285,Conversão - total(online),20/01/2014,8
NMUSIC S.A.,509280285,Emissão de obrigações realizada por oferta particular,23/12/2014,9
NMUSIC S.A.,509280285,Alterações ao contrato de sociedade e designação de membro(s) de orgão(s) social(ais) (online),2016-07-15,10
STEMMATTERS - BIOTECNOLOGIA E MEDICINA REGENERATIVA S.A.,508206383,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),16/11/2007,1
STEMMATTERS - BIOTECNOLOGIA E MEDICINA REGENERATIVA S.A.,508206383,Aumento do capital,02/11/2011,2
STEMMATTERS - BIOTECNOLOGIA E MEDICINA REGENERATIVA S.A.,508206383,"Transformação em sociedade anónima, Mudança da sede e Designação de membro(s) de orgão(s) social(ais)",02/11/2011,3
STEMMATTERS - BIOTECNOLOGIA E MEDICINA REGENERATIVA S.A.,508206383,Alterações ao contrato de sociedade(online) e Designação de membro(s) de orgão(s) social(ais) (online),28/10/2014,4
STEMMATTERS - BIOTECNOLOGIA E MEDICINA REGENERATIVA S.A.,508206383,Aumento do capital(online),2016-04-07,5
STEMMATTERS - BIOTECNOLOGIA E MEDICINA REGENERATIVA S.A.,508206383,"Aumento do capital, Alteração total do contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",2016-05-12,6
"COREWORKS - PROJECTOS DE CIRCUITOS E SISTEMAS ELECTRÓNICOS, S.A.",505298503,Aumento do capital e Transformação em sociedade anónima,2006-08-12,1
"COREWORKS - PROJECTOS DE CIRCUITOS E SISTEMAS ELECTRÓNICOS, S.A.",505298503,Aumento do capital,2012-08-06,2
"COREWORKS - PROJECTOS DE CIRCUITOS E SISTEMAS ELECTRÓNICOS, S.A.",505298503,Convocatória,2013-12-17,3
"COREWORKS - PROJECTOS DE CIRCUITOS E SISTEMAS ELECTRÓNICOS, S.A.",505298503,Convocatória,2014-05-24,4
"GLOBAL ACTIVE, GESTÃO DE PARTICIPAÇÕES SOCIAIS, SGPS S.A.",507300114,REFORÇO DE CAPITAL ALTERAÇÃO INTEGRAL DO CONTRATO,2006-03-14,1
"GLOBAL ACTIVE, GESTÃO DE PARTICIPAÇÕES SOCIAIS, SGPS S.A.",507300114,Redução do capital e Alterações ao contrato de sociedade,2008-05-16,2
"GLOBAL ACTIVE, GESTÃO DE PARTICIPAÇÕES SOCIAIS, SGPS S.A.",507300114,Aumento do capital e Alterações ao contrato de sociedade,2008-07-23,3
"GLOBAL ACTIVE, GESTÃO DE PARTICIPAÇÕES SOCIAIS, SGPS S.A.",507300114,Aumento do capital e Alterações ao contrato de sociedade,2008-12-0,4
"GLOBAL ACTIVE, GESTÃO DE PARTICIPAÇÕES SOCIAIS, SGPS S.A.",507300114,Convocatória,2016-02-25,5
"ADFAMILIES PUBLICIDADE, S.A.",510401198,Constituição de sociedade,2012-10-15,1
"ADFAMILIES PUBLICIDADE, S.A.",510401198,Alteração integral do contrato de sociedade,2012-12-18,2
"ADFAMILIES PUBLICIDADE, S.A.",510401198,Actualizado,2013-11-25,3
"ADFAMILIES PUBLICIDADE, S.A.",510401198,Alterações ao contrato de sociedade(online),2014-01-20,4
"ADFAMILIES PUBLICIDADE, S.A.",510401198,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2015-04-10,5
"ADFAMILIES PUBLICIDADE, S.A.",510401198,Actualizado,2015-05-06,6
"ADFAMILIES PUBLICIDADE, S.A.",510401198,Alterações ao contrato de sociedade,2015-11-20,7
"ADFAMILIES PUBLICIDADE, S.A.",510401198,Convertido,2016-04-26,8
"ADFAMILIES PUBLICIDADE, S.A.",510401198,Aumento do capital,2016-06-21,9
"AMANHÃ GLOBAL, S.A.",510824625,Constituição de sociedade e Designação de membro(s) de orgão(s) social(ais),2013-10-07,1
"AMANHÃ GLOBAL, S.A.",510824625,Alterações ao contrato de sociedade(online),2013-11-25,2
"AMANHÃ GLOBAL, S.A.",510824625,"Mudança da sede, Aumento do capital e Transformação em sociedade anónima",2014-07-17,3
"AMANHÃ GLOBAL, S.A.",510824625,Rectificado,2014-08-05,4
"AMANHÃ GLOBAL, S.A.",510824625,Aumento do capital,2015-07-03,5
"AMANHÃ GLOBAL, S.A.",510824625,Aumento do capital,2015-12-18,6
"BYCLOSURE, S.A.",508717400,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2008-09-03,1
"BYCLOSURE, S.A.",508717400,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2008-09-03,2
"BYCLOSURE, S.A.",508717400,Mudança da sede e Alterações ao contrato de sociedade,2011-12-27,3
"BYCLOSURE, S.A.",508717400,Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais),2012-10-01,4
"BYCLOSURE, S.A.",508717400,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2015-04-23,5
"BYCLOSURE, S.A.",508717400,Aumento do capital,2015-10-14,6
"BYCLOSURE, S.A.",508717400,Aumento do capital,2016-03-11,7
"WEBANKOR, S.A.",510060625,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2012-01-30,1
"WEBANKOR, S.A.",510060625,Aumento do capital e Alterações ao contrato de sociedade,2013-08-12,2
"WEBANKOR, S.A.",510060625,Aumento do capital e Alterações ao contrato de sociedade,2014-03-04,3
"WEBANKOR, S.A.",510060625,Aumento do capital(online),2014-07-02,4
"WEBANKOR, S.A.",510060625,"Aumento do capital, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2015-05-07,5
"WEBANKOR, S.A.",510060625,"Mudança da sede, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",2016-08-17,6
"BRIGHTWIZARD, S.A.",510800467,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2013-09-11,1
"BRIGHTWIZARD, S.A.",510800467,Aumento do capital,2015-01-19,2
"BRIGHTWIZARD, S.A.",510800467,"Aumento do capital, Mudança da sede, Transformação em sociedade anónima e Designação de membro(s) de orgão(s) social(ais)",2015-02-20,3
"BRIGHTWIZARD, S.A.",510800467,Aumento do capital,2016-02-19,4
"BRIGHTWIZARD, S.A.",510800467,"Mudança da sede, Aumento do capital e Designação de membro(s) de orgão(s) social(ais)",2016-06-22,5
"BABYBOOK, S.A.",509822070,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2011-04-13,1
"BABYBOOK, S.A.",509822070,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2011-04-13,2
"BABYBOOK, S.A.",509822070,Aumento do capital,2013-12-30,3
"BABYBOOK, S.A.",509822070,Aumento do capital,2014-01-02,4
"BABYBOOK, S.A.",509822070,Alterações ao contrato de sociedade,2014-01-02,5
"BABYBOOK, S.A.",509822070,Rectificado,2014-04-03,6
"BABYBOOK, S.A.",509822070,Convertido e completado,2014-04-03,7
"BABYBOOK, S.A.",509822070,Aumento do capital,2014-05-22,8
"BABYBOOK, S.A.",509822070,Aumento do capital,2014-06-11,9
"BABYBOOK, S.A.",509822070,"Aumento do capital, Alterações ao contrato de sociedade e Designação de membro(s) de orgão(s) social(ais)",2014-07-17,10
"BABYBOOK, S.A.",509822070,Aumento do capital,2014-10-30,11
"BABYBOOK, S.A.",509822070,Aumento do capital,2015-01-16,12
"ALTURA PUBLISHING, S.A.",510253539,"Constituição de sociedade, designação de membro(s) de órgão(s) social(ais)",2012-04-20,1
"ALTURA PUBLISHING, S.A.",510253539,Actualizado,2013-10-29,2
"ALTURA PUBLISHING, S.A.",510253539,Mudança da sede e Aumento do capital,2013-11-05,3
"ALTURA PUBLISHING, S.A.",510253539,Alterações ao contrato de sociedade,2013-11-05,4
